Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU47,OUT035,661479.0903072469
FDS39,OUT046,664122.5200384879
FDD11,OUT046,769142.1503797512
FDM16,OUT027,594087.3004324376
FDU56,OUT018,705469.7238058724
FDQ32,OUT017,646621.867530633
DRK35,OUT013,561504.1021492942
FDA58,OUT049,752913.1603097233
DRG48,OUT019,660985.4552369851
FDT59,OUT010,749388.2734012266
FDQ31,OUT019,608800.0350969457
FDS51,OUT018,589726.5345099026
FDW32,OUT027,606996.2442765476
FDI15,OUT027,778585.9607413171
NCV30,OUT017,588601.811847078
DRG25,OUT049,707693.4690364893
FDT02,OUT013,555578.1953107077
FDO33,OUT027,633332.3847520917
FDP38,OUT035,577069.2940696678
FDZ45,OUT035,718891.5534807548
NCA54,OUT027,697080.4244599754
FDU33,OUT017,572221.4679088937
FDN58,OUT017,754280.8019579985
FDI05,OUT045,600075.47147784
FDM57,OUT019,601752.2840687686
NCS42,OUT027,609606.3209335782
FDB57,OUT045,741285.2806273851
FDC03,OUT045,716641.7162129461
FDZ58,OUT013,639935.5909873476
NCK29,OUT045,647571.4925933784
NCR53,OUT045,744497.0635907815
FDE26,OUT027,663613.7293483729
FDU52,OUT049,675874.9838542737
FDE41,OUT027,603867.8506660551
FDU38,OUT018,712100.1874494869
FDA52,OUT017,698814.6605082706
FDW46,OUT046,589245.6880420984
DRI59,OUT035,745123.9600096275
FDT38,OUT035,609952.7755626753
FDL33,OUT018,718923.7827819576
FDQ01,OUT027,767533.514838809
FDJ08,OUT046,710661.3652038294
FDQ47,OUT049,561201.9030924042
NCZ18,OUT013,767451.6459882396
FDE29,OUT017,586825.5545385784
FDF10,OUT027,664838.8875165397
FDC48,OUT049,607154.9344720629
FDY58,OUT013,744717.977039347
NCX30,OUT010,764440.1243623383
FDV11,OUT013,694334.8557203497
FDT46,OUT046,573645.3298270706
DRD01,OUT019,575812.6048437012
FDQ11,OUT013,771480.3979800199
NCM41,OUT017,617788.6461625485
NCC55,OUT013,558700.7097692244
FDG45,OUT027,730101.1743436351
NCQ54,OUT049,688506.0811939761
FDM34,OUT045,652462.5553123341
FDD17,OUT019,751906.8772933949
FDN38,OUT027,764673.2353352292
FDB53,OUT018,671978.4462864441
NCL06,OUT035,781155.7145659033
NCV18,OUT019,601950.8788168392
FDX25,OUT013,699698.4173433825
FDB39,OUT046,579342.1594725924
FDC33,OUT049,717253.6848679923
NCO14,OUT018,571478.3998002562
FDA58,OUT027,752429.8671008049
NCQ02,OUT017,708612.160893996
NCR53,OUT017,747837.1043127988
FDN52,OUT046,611086.4010272393
FDG26,OUT046,773840.6206265579
FDE23,OUT027,568178.8110519126
DRI37,OUT013,580591.0161855784
DRH37,OUT018,688951.7073088391
FDO01,OUT035,651082.62955189
FDK45,OUT049,636548.5470346439
FDP23,OUT049,736813.8323342191
FDM33,OUT035,740301.8793004411
FDD36,OUT017,644217.7095335557
FDL56,OUT017,610872.0324401475
FDT27,OUT010,753389.7624504529
FDG52,OUT017,571173.1594666296
NCL42,OUT035,763384.8615003829
DRJ24,OUT046,705529.4585891054
FDV38,OUT046,576913.2274091779
FDT35,OUT045,691128.4400672913
FDY51,OUT045,738840.587596108
FDC37,OUT017,630647.7871828577
NCP43,OUT013,698942.1657122319
FDO33,OUT045,635583.8136854758
FDW04,OUT018,655020.1349400808
NCC31,OUT046,675711.3886273822
FDK22,OUT049,735603.8224719937
FDJ50,OUT017,581250.5177736115
FDV13,OUT017,614405.5005658816
DRL60,OUT017,675230.7175194814
FDW03,OUT017,628764.5032897418
FDY27,OUT035,699447.6936534282
FDB39,OUT027,575492.1874500543
FDU59,OUT045,684179.3077947637
FDZ57,OUT049,651456.8523949352
FDO21,OUT049,744059.6260570533
FDS43,OUT018,709965.5784527184
FDU28,OUT010,708135.1691802705
FDC51,OUT010,642924.9838572894
FDW16,OUT010,614473.572330982
FDP32,OUT010,646646.6011113977
FDB60,OUT019,711060.6695233077
NCQ30,OUT046,642030.4655723752
FDD26,OUT049,705201.6301860684
FDI44,OUT045,601726.0932427589
DRH23,OUT046,580139.2932699716
FDO44,OUT046,632213.3707585617
FDG04,OUT046,706969.0635970059
FDM32,OUT027,611424.3429377507
FDM09,OUT013,687245.4700056469
FDZ47,OUT013,618850.4356958269
FDM40,OUT027,661313.3378785675
FDY48,OUT017,626545.913030952
NCM30,OUT045,568099.1506821414
FDX36,OUT010,743628.877430998
DRF03,OUT017,566143.8692658986
FDN51,OUT049,777481.0381754742
FDM57,OUT049,608137.8347870407
FDB35,OUT049,617022.9617238669
FDY13,OUT027,598276.1039833799
FDA37,OUT017,650083.952302907
NCX53,OUT017,665687.5827003602
FDD59,OUT018,606670.8948166955
FDX10,OUT019,557584.6221051137
FDC03,OUT018,717575.881728024
FDW43,OUT035,746185.2473218525
FDW10,OUT046,696212.1815317785
FDY14,OUT027,777073.6129335617
FDV43,OUT045,570683.2978499363
FDO40,OUT013,668764.44830594
FDP46,OUT027,611039.3947801766
NCE43,OUT019,685175.1022198307
FDD05,OUT035,643550.9249001468
FDJ60,OUT010,685527.3373685083
DRE27,OUT018,621174.2443451892
FDO11,OUT035,769884.6126244774
DRG11,OUT027,626861.3251206587
FDK33,OUT010,732918.2179381715
DRM23,OUT045,691794.2592540322
FDJ02,OUT027,664268.3934129749
NCZ05,OUT045,628047.1710477761
NCL30,OUT013,645452.8226482604
FDZ19,OUT018,697018.3122977675
FDM45,OUT049,643329.8086594808
FDO36,OUT046,698479.5208224799
NCK31,OUT045,576205.6257433933
DRJ37,OUT045,675378.9339409964
FDP24,OUT018,644599.9086817297
FDF46,OUT013,634804.1237002397
FDX46,OUT019,578622.7911575647
NCL18,OUT045,714249.6196951667
FDJ26,OUT013,728999.6560317515
FDJ07,OUT045,638329.2069504907
FDY15,OUT013,673309.459984493
DRG01,OUT045,599443.3410075024
FDF58,OUT045,589889.1734336714
FDZ14,OUT019,639399.1987585743
FDP31,OUT049,589895.0758113964
FDH45,OUT013,564473.2773688615
FDA09,OUT010,697615.0064307965
FDW31,OUT035,719574.2389616015
FDA57,OUT046,565882.9916159525
NCE55,OUT035,698373.6111642255
FDC17,OUT019,727266.7327244774
FDC59,OUT013,585863.5971042545
FDA22,OUT013,685770.904486146
FDK52,OUT035,744930.9444709554
NCM26,OUT046,673603.2621143042
NCT53,OUT035,688473.6827158888
FDW45,OUT018,672521.4521106853
NCI18,OUT035,742671.3547355193
FDE38,OUT018,687183.4705659032
FDF08,OUT019,608219.9832665318
FDY58,OUT010,747199.8808611223
FDF58,OUT019,583340.9350149627
FDX39,OUT017,731428.3203835704
FDB44,OUT049,730486.6233969083
FDF28,OUT013,645275.3777229112
FDE39,OUT013,636696.4460810262
FDT37,OUT018,773032.9399660078
FDZ45,OUT017,720740.9567530232
FDO40,OUT035,673463.2523620873
FDM57,OUT027,605551.6122013299
DRG36,OUT017,694444.1353258046
FDY36,OUT010,594477.1263172596
DRL60,OUT027,669575.4134331256
FDS25,OUT019,629138.2449359705
DRF49,OUT027,631290.5415794589
FDP16,OUT045,764382.4252151507
FDS60,OUT049,701553.5782398463
FDU15,OUT027,559707.0821271103
FDK43,OUT046,648554.141510991
FDN25,OUT046,582641.0839564187
FDE53,OUT049,627875.1181474653
FDB22,OUT013,673948.3038326241
FDE39,OUT017,644017.7569633473
FDX35,OUT035,747102.5179478595
NCG54,OUT049,690460.4812711806
FDH27,OUT035,668591.9758582353
NCK42,OUT013,731652.3473302536
FDS25,OUT049,631707.6495898948
FDI10,OUT018,695244.8746066319
FDU35,OUT035,624795.9385120725
FDI04,OUT017,720783.5858875284
DRK23,OUT035,771029.4722049944
FDB53,OUT019,665171.0731714072
FDY02,OUT049,779476.5770855829
FDM60,OUT035,566644.0543114389
NCJ31,OUT010,756734.955293724
DRP35,OUT017,650746.7498842931
NCQ30,OUT018,646906.712571763
DRL11,OUT010,678425.8901857743
FDU01,OUT013,701959.4418160564
FDR39,OUT035,702223.2653445277
FDO08,OUT046,686098.1548558364
FDC02,OUT045,779394.6070201042
NCZ29,OUT035,650767.1584312832
FDF29,OUT010,651751.4423677237
FDZ23,OUT017,709426.2875195732
NCU53,OUT018,687657.0233286102
NCW30,OUT013,772917.6436463961
NCM26,OUT027,672357.0474261078
FDV50,OUT027,641442.4048248979
FDW15,OUT049,667996.2352604601
FDI35,OUT027,699551.9974644246
FDO11,OUT017,769124.8006252226
FDN48,OUT046,615353.4457461115
NCA17,OUT049,671268.8558855421
NCN54,OUT013,599912.9587238043
FDP22,OUT013,571522.1626813471
NCB54,OUT035,649669.1625421091
FDD08,OUT045,563652.0527387058
DRM48,OUT010,559977.1401894971
FDG41,OUT027,629637.3093669217
FDE44,OUT027,570145.0097247515
FDE26,OUT035,666928.4448922507
NCS38,OUT013,632778.3197811698
NCJ54,OUT018,751274.8088228927
FDI40,OUT019,617538.7222558454
FDN45,OUT018,745339.650459919
FDU43,OUT046,757625.7897735143
FDI04,OUT010,716137.2043771319
NCC07,OUT018,629926.669172747
NCC07,OUT019,623088.5100435887
NCD18,OUT045,750667.079936621
FDU55,OUT035,777546.0054511486
FDX59,OUT035,561736.283970959
FDR52,OUT049,710839.4592046256
NCP17,OUT013,584543.9647679502
FDQ32,OUT045,645214.5766080444
NCT17,OUT049,708171.0540529678
FDO10,OUT049,582284.27400197
FDE32,OUT049,561701.8701181436
FDN44,OUT045,679994.2984069287
FDH02,OUT035,613590.253382284
FDK60,OUT013,618992.4487229146
FDS24,OUT019,605677.8485496581
FDL03,OUT010,716732.1507902149
FDB46,OUT027,728507.0251538925
FDO48,OUT049,741614.9064083197
FDZ39,OUT049,626325.9858549227
FDT02,OUT027,556995.6160399481
FDC50,OUT013,615032.5702499144
FDP39,OUT035,577449.5064819211
DRG15,OUT018,586618.82635659
FDP10,OUT018,629139.5826958198
FDF53,OUT027,698741.877415333
FDN34,OUT045,691794.4778840716
FDK02,OUT045,643821.1144452961
FDC23,OUT045,697523.3672894149
FDJ10,OUT019,657601.039886635
FDE53,OUT035,631092.1157031594
FDR25,OUT035,785252.6733551174
FDW50,OUT046,686003.3678084384
FDS09,OUT049,576188.5870297998
FDW49,OUT010,697291.20940335
FDU51,OUT046,698518.9456755596
FDF28,OUT018,650384.0850325988
NCY30,OUT018,702109.5032939359
FDD44,OUT045,777829.8226571402
FDX09,OUT017,699850.4825701725
NCF30,OUT013,645079.177323248
FDZ50,OUT019,701232.3941244392
FDW37,OUT013,609625.4170007483
FDD11,OUT049,772324.2498874377
DRH39,OUT018,601461.1705655069
FDA36,OUT049,704534.1760513628
NCG43,OUT049,615711.0288029098
FDF02,OUT035,627835.6783700119
FDP57,OUT027,621491.9779463236
NCE42,OUT017,752534.0431994587
NCR38,OUT027,767374.3938575776
FDP03,OUT019,642964.1345992626
FDO51,OUT035,568611.7903506965
NCQ42,OUT046,649947.4509030307
NCM41,OUT046,613985.4775302488
FDH48,OUT027,605214.4915741833
DRF60,OUT046,754404.2812571663
FDJ27,OUT035,625666.2494382275
FDQ14,OUT013,669178.1811394425
FDN27,OUT017,642945.9616847791
NCQ02,OUT046,708191.3096922183
FDJ33,OUT049,647190.3435971725
FDP07,OUT027,712437.0078131037
DRE01,OUT049,759616.6103013443
FDU36,OUT045,623774.2459247895
FDL28,OUT017,749449.2336176474
NCX53,OUT046,662270.9635087458
FDZ39,OUT013,623587.8890691812
NCP42,OUT013,712245.1722938163
FDJ14,OUT035,606260.0279295878
FDK04,OUT049,580008.5131922642
NCC19,OUT017,716526.0817833536
FDS09,OUT018,578559.1968557708
FDZ02,OUT046,622257.6761462707
FDD35,OUT018,645826.0597870596
NCY42,OUT017,667789.7404372052
FDB05,OUT045,765870.0817060657
FDF20,OUT035,716359.4112258793
NCO41,OUT018,622600.6393162273
FDC40,OUT027,599829.9899693651
FDV58,OUT045,717849.8937866807
FDZ57,OUT045,652410.4247955024
DRM35,OUT046,699319.3718765433
DRN36,OUT018,619612.1739941654
FDQ13,OUT046,607179.5797044721
DRO35,OUT010,636793.7443729559
NCD43,OUT035,628563.4079826181
FDA51,OUT018,638987.0865824523
NCX17,OUT027,748104.2065658835
NCZ17,OUT049,564581.4038096165
FDR11,OUT027,677309.0461243731
FDW34,OUT049,761245.6761452864
FDN50,OUT017,618011.7423602118
FDS09,OUT046,574456.0538011196
FDS48,OUT018,674416.142337505
FDL44,OUT049,683818.2854640882
DRF48,OUT018,709886.2494506602
FDA14,OUT018,671386.3561841897
NCD30,OUT049,619704.3474375097
FDI16,OUT017,578259.3668674352
NCG06,OUT035,777471.5748364887
DRZ24,OUT035,644086.1746794874
NCS17,OUT045,618902.4485137956
FDB37,OUT045,760110.406563597
FDE10,OUT035,653415.8366172446
FDC57,OUT045,712299.7412878398
FDM12,OUT018,710121.0322766234
FDE24,OUT049,662200.8636929323
FDW22,OUT045,739495.791948258
DRD01,OUT027,574586.6471470858
NCZ18,OUT027,768337.4390535144
FDN49,OUT045,566665.4321671213
FDR22,OUT035,636947.0487746996
FDV08,OUT019,564198.4928218073
FDY39,OUT046,705106.240076593
FDV36,OUT049,647879.9067684996
FDO60,OUT045,570646.2380372536
FDU04,OUT027,641239.5668113137
FDR20,OUT027,568231.9407058728
FDW19,OUT019,628776.7039472695
FDU40,OUT049,714089.6059257374
FDK15,OUT045,621466.5903212237
DRF15,OUT035,674295.5002792355
FDQ25,OUT017,696305.0119443634
FDI48,OUT019,573029.1266312483
FDS49,OUT046,600410.1633181977
FDV22,OUT046,678438.119499446
NCV42,OUT046,631590.6020454065
FDX26,OUT046,703943.6635169408
FDI33,OUT018,615301.1404257149
FDZ14,OUT049,643505.5688639097
FDG10,OUT013,577975.8752459204
FDM38,OUT018,577725.4929549086
FDG26,OUT027,770451.4739549475
FDH46,OUT035,625940.1576390534
FDN13,OUT018,625060.0555536445
FDU57,OUT035,672444.9992334218
NCI06,OUT046,699516.8290414456
FDM38,OUT045,578144.2556215954
NCG42,OUT010,649757.1382487796
FDL39,OUT045,701056.6910094238
FDT31,OUT019,706586.7065004267
FDV59,OUT013,733137.8307004333
FDB49,OUT035,624869.5340584895
FDD58,OUT049,624476.5016022894
DRN59,OUT046,569646.5041973249
FDX48,OUT049,674636.0144242705
FDQ11,OUT049,773155.4788020821
FDY12,OUT049,577242.8774542942
FDQ11,OUT045,775075.1118622549
DRI11,OUT017,640563.778374703
FDY32,OUT027,680749.0642394504
FDS51,OUT045,585603.3242191129
FDR19,OUT010,664603.6836412869
DRB13,OUT018,711986.3237554561
FDS21,OUT035,587912.7668309199
FDQ40,OUT045,697300.4462501578
NCE55,OUT013,693674.807818012
FDX43,OUT027,682710.3394393588
FDS12,OUT049,648009.6266337342
DRK01,OUT027,614467.7718429787
FDN25,OUT017,581998.9170922864
FDB60,OUT046,714384.431166914
FDQ13,OUT017,609243.2714756865
DRK13,OUT045,717314.6313716985
DRF25,OUT018,562798.5459428456
NCD42,OUT019,559941.7503389711
FDW25,OUT045,609086.5647684534
NCV29,OUT027,696441.3679487281
NCK42,OUT035,734804.9484474706
DRJ13,OUT027,676136.321643984
DRD15,OUT017,753080.183619997
FDM27,OUT045,678276.7563171667
FDZ50,OUT018,706884.3945506401
FDC04,OUT046,760166.4731024178
FDF50,OUT049,715939.352424748
FDP15,OUT045,776166.4554697004
FDK46,OUT035,777938.6198713086
FDZ56,OUT018,691773.6317135387
FDY60,OUT049,665188.4555023588
FDB10,OUT035,756574.5142265819
FDR57,OUT045,677512.4693526491
FDU58,OUT049,707242.6690236941
FDH02,OUT046,611733.1278173127
FDP48,OUT013,699669.4438574256
FDI46,OUT035,771184.7966643361
FDW56,OUT013,710108.3797909137
NCM19,OUT010,633302.3905146653
FDS50,OUT027,736765.0366307517
FDK24,OUT013,566451.9448380859
FDO36,OUT017,702862.3741385139
FDK45,OUT027,633962.3214011152
NCL05,OUT045,569929.3405974385
FDL32,OUT018,637970.7763213419
FDA28,OUT049,648233.0760509693
FDY36,OUT018,600582.654806098
FDP32,OUT018,651593.0719455405
FDL50,OUT046,644980.1792751473
DRC24,OUT049,673095.0620509603
NCS18,OUT017,632207.7528728636
FDD16,OUT017,601186.0509426997
NCV18,OUT013,605551.8904389618
FDX07,OUT046,703644.5570002807
NCZ05,OUT027,623798.8025451557
NCI31,OUT013,558941.740361362
FDK14,OUT049,607023.7350465987
NCR06,OUT045,568584.5423981091
NCF54,OUT049,693813.2625752186
DRG23,OUT010,670878.498154259
FDD53,OUT046,567928.9628868084
NCM31,OUT027,658422.5896069396
FDT16,OUT017,781303.2247512046
FDR40,OUT035,604194.5081863534
DRG25,OUT017,706768.3359415231
FDT10,OUT035,586240.6549589889
FDY32,OUT013,681701.6437613349
FDN50,OUT035,617805.1771852856
FDZ35,OUT019,623106.4743656362
NCP54,OUT045,644958.5214253932
NCD07,OUT035,635958.9651878938
FDS02,OUT018,718719.0108037901
DRN59,OUT018,575199.2134239338
DRB24,OUT013,673799.1512649838
FDP37,OUT027,645265.1566644534
DRB01,OUT018,712442.551462224
FDR47,OUT046,715023.2693796369
NCM31,OUT010,662452.0548955449
NCF06,OUT027,773196.7088536655
NCV17,OUT027,648599.9879153376
FDS10,OUT049,699120.2348707335
FDN52,OUT035,612073.7875966664
FDZ48,OUT013,632928.6309617426
FDJ48,OUT049,766732.5700927733
DRB13,OUT027,706875.476210528
FDV59,OUT017,738043.1983927346
FDL32,OUT035,635241.5724993474
FDZ12,OUT035,665056.343870021
NCR06,OUT027,563024.3748199833
FDP51,OUT017,644027.4036255331
FDY22,OUT013,661226.9483861306
FDZ38,OUT049,691388.3123924028
NCO54,OUT035,580392.128430634
FDR23,OUT035,696855.9722641269
FDM38,OUT049,579317.0288585925
FDS25,OUT013,632158.5999627812
FDZ22,OUT013,604476.8191910498
FDZ20,OUT019,768287.8927837524
FDD45,OUT010,617514.595669142
FDN03,OUT049,766882.403988907
NCW30,OUT046,775759.3223162808
FDY24,OUT027,576985.1167227911
FDJ26,OUT019,727032.3585600704
FDM15,OUT049,673601.9086240178
NCW54,OUT027,578917.9437345327
FDA23,OUT045,624281.1056992253
FDA39,OUT019,560271.6384749954
FDZ12,OUT017,667775.4839810748
NCB42,OUT046,637842.7568113483
FDL16,OUT046,570919.5664782395
FDO24,OUT019,677089.2495305429
NCP42,OUT046,712574.2709084651
FDR19,OUT018,670806.9919650499
DRL01,OUT045,752799.7154554587
FDV37,OUT046,718162.4593946816
FDI41,OUT010,667284.911896617
FDF58,OUT049,586809.8877504398
NCF43,OUT018,665748.1716375895
FDN02,OUT049,725375.0396461801
NCP41,OUT035,631736.3803599686
NCY17,OUT027,567080.5690793598
FDL58,OUT027,779176.708147231
NCA30,OUT027,704670.6551828426
FDE46,OUT018,674056.7479557528
FDY38,OUT035,751082.692139359
NCH29,OUT027,615849.2665280523
FDO20,OUT045,772535.8619654138
FDP44,OUT018,628085.5357466026
FDM02,OUT027,609259.7376619278
FDJ14,OUT027,600346.3373688
FDH04,OUT010,611273.0245514474
DRK23,OUT046,770428.6365337315
NCW05,OUT046,629100.3139719733
FDF12,OUT049,668285.8073221373
FDL51,OUT019,727641.0105403382
FDN03,OUT018,769639.566471334
DRJ37,OUT049,671913.0977641037
FDM12,OUT019,704412.4262453892
FDA16,OUT045,741567.8798991687
NCB07,OUT017,718357.6905664982
NCI17,OUT019,615979.7367568783
FDR51,OUT046,670286.687059517
FDJ55,OUT045,744804.6728411927
NCZ17,OUT013,560973.5694536441
FDU25,OUT013,580971.2552115094
NCG18,OUT045,627622.5632682539
DRM11,OUT017,779298.7266676384
FDH16,OUT035,616266.8171962742
FDZ04,OUT018,588150.0339709575
NCX53,OUT035,665093.8901972203
FDX38,OUT027,569716.7079756928
FDX09,OUT046,697013.6927628665
NCW05,OUT018,632720.2654678352
NCS41,OUT017,706876.3105555761
FDI26,OUT046,697727.1817612902
NCZ41,OUT027,644741.4724459063
NCK06,OUT046,644507.2992957423
FDX23,OUT027,616318.1235325816
NCA42,OUT046,678199.1157018207
FDC20,OUT049,578694.094393134
DRC49,OUT018,667550.8919066241
FDX01,OUT013,636551.7304207762
FDC08,OUT045,745834.070624209
FDC02,OUT017,778482.5924063025
FDK10,OUT045,700353.5954010544
DRC24,OUT013,671323.3423750686
FDW16,OUT019,611495.3192639771
NCU06,OUT018,749878.4056767486
DRA59,OUT045,705365.156402905
FDR24,OUT019,609573.8813042021
DRL35,OUT018,570332.1180136759
FDA49,OUT013,607079.6989532209
NCC55,OUT046,561252.4748632864
DRD24,OUT019,660506.9693236587
NCE55,OUT049,697282.640806444
FDT33,OUT045,690137.0935577072
NCT53,OUT013,682132.0379988799
FDS26,OUT046,777197.0516766087
FDL22,OUT018,616876.7171289962
FDP44,OUT017,629428.3992070882
FDC52,OUT018,673088.5762545086
FDI53,OUT010,680410.3813790919
FDZ23,OUT046,706686.135549484
NCT18,OUT013,699957.4296458212
FDR13,OUT046,638765.0857693611
FDB09,OUT010,646004.5630495074
FDZ60,OUT013,628556.2948992392
FDB11,OUT046,744018.9125027313
FDC10,OUT018,644368.9849448465
FDW56,OUT035,715097.0966455555
FDK14,OUT027,604099.4728148624
DRE27,OUT027,615832.9157092671
FDA38,OUT017,761144.2819514314
FDT11,OUT045,709607.572294402
FDP15,OUT035,776110.8934853033
FDV27,OUT035,612415.3960285287
FDS36,OUT027,628326.9947954087
FDY40,OUT027,569476.7620796855
NCF19,OUT049,574962.7683807758
FDF53,OUT045,703154.5052930198
FDS14,OUT027,674257.3262458364
FDE56,OUT046,587528.0611798055
FDZ19,OUT035,699507.5424719569
FDZ46,OUT013,631842.4571951373
FDR16,OUT046,731632.206503595
FDG29,OUT018,569215.13443081
NCE30,OUT017,735571.6355865857
FDZ40,OUT046,577072.3043684218
FDG58,OUT018,678847.1374154097
DRH03,OUT013,615083.0255561944
FDZ47,OUT045,623024.9753572658
FDV04,OUT018,680927.7442035567
FDZ10,OUT018,650451.0709962519
FDG46,OUT017,637937.2256408699
NCF07,OUT045,623211.1309235303
FDY44,OUT035,715812.4590892799
FDB21,OUT013,757818.8557502439
FDS20,OUT035,703984.5317767937
FDS49,OUT049,603495.6242737413
FDX55,OUT027,735152.6690286696
NCQ02,OUT018,709008.774602307
FDR25,OUT013,779200.9423827806
DRG39,OUT045,579267.903703955
FDB46,OUT046,732078.3502756521
NCC30,OUT018,701699.2522743279
FDE58,OUT035,643279.8345114755
FDC05,OUT019,714023.2936552612
FDY15,OUT046,677697.3402266868
FDG14,OUT046,670715.8575023455
FDL08,OUT049,761711.5049631882
FDQ47,OUT013,556241.1434439268
FDN12,OUT035,633977.1702157446
FDW10,OUT013,695593.1703545838
FDD02,OUT035,641374.4101703558
FDX35,OUT010,747011.3411875068
FDT35,OUT046,689698.9407881007
DRN47,OUT019,697093.9170103795
FDB11,OUT010,743369.0648486182
FDN20,OUT045,689841.3244552338
FDB59,OUT035,720299.1885080007
FDJ58,OUT045,694174.180717564
FDU60,OUT046,688968.0365236388
FDS03,OUT049,590565.4674732502
FDU40,OUT019,708861.6482667387
DRH15,OUT049,570681.0282525284
FDD04,OUT027,661970.9381167069
FDQ01,OUT046,770817.3093040793
FDF28,OUT035,648234.7032744219
FDD22,OUT010,634135.0543742231
FDY19,OUT046,639604.7458897417
FDN33,OUT035,617548.2545935187
FDV36,OUT035,649550.7012314815
FDW01,OUT010,672572.6109029583
FDJ28,OUT049,712407.3590849312
FDB17,OUT035,700811.9389248629
FDM40,OUT049,662561.5327592527
FDV46,OUT045,662284.7168981254
FDQ44,OUT049,641937.5067218535
NCD42,OUT046,561838.6868473893
DRH37,OUT046,684172.0985817935
FDR10,OUT018,686551.294922172
NCD06,OUT027,567753.5515068193
FDI53,OUT046,681737.2799775901
FDG16,OUT035,736759.917496617
DRB25,OUT046,629472.3228249603
FDY09,OUT046,695176.5159039954
FDX48,OUT045,675009.4445632691
FDC03,OUT010,714948.8357479095
FDT47,OUT035,620411.9187775023
FDW44,OUT027,688033.9954011599
FDT24,OUT017,601544.4601593425
FDT12,OUT019,741893.8057082831
NCS38,OUT035,637283.5708240313
FDO39,OUT035,704432.549758781
FDA13,OUT046,563314.423570042
FDO48,OUT035,741159.6716452015
DRJ01,OUT017,682362.2362841833
FDD53,OUT018,567103.5853237824
NCT05,OUT049,773831.5717840593
FDQ51,OUT045,570950.5472428614
FDU60,OUT013,685063.3436969952
FDC59,OUT046,586289.3330478026
FDP36,OUT035,578135.0378371283
NCM19,OUT017,636112.3094064605
FDL16,OUT035,570747.3008158474
FDE50,OUT018,710323.8560836604
NCR18,OUT013,566404.9164895073
NCD30,OUT035,621954.9680667939
FDH31,OUT013,620192.8147291539
FDD56,OUT019,689607.2884687507
FDC47,OUT049,748483.8705771831
FDZ21,OUT045,618646.1947824637
FDM01,OUT049,625612.79357234
FDF24,OUT013,603528.4896728996
FDW23,OUT017,566021.545124068
FDY52,OUT018,587893.1529033286
DRH37,OUT027,680866.7836229365
DRO47,OUT027,632684.778517822
FDR25,OUT049,783968.4274223716
FDQ24,OUT027,765554.05601338
DRJ51,OUT018,751510.3449481963
NCU06,OUT035,749951.6926152286
NCV18,OUT018,607664.8255282444
NCC06,OUT027,646250.8466579948
FDZ01,OUT018,629493.3666971009
FDT14,OUT017,644741.0689322096
FDD11,OUT019,765951.3774052864
FDN09,OUT017,764106.3943713059
NCO18,OUT010,697014.9634674299
FDZ50,OUT045,704597.3015072403
FDS44,OUT013,754945.765431342
FDI36,OUT045,718237.7733218337
FDA26,OUT010,736282.9516740643
NCY53,OUT049,635243.6838825422
FDF32,OUT049,719064.6476684731
FDF59,OUT010,647309.7487084602
FDB20,OUT046,599576.8411353587
DRH11,OUT035,582956.0552056518
FDT03,OUT049,705889.698714946
NCH06,OUT035,764641.7439114801
FDR55,OUT049,708049.7561263005
FDI10,OUT035,693675.320964579
FDZ12,OUT045,663662.3399868587
FDM12,OUT049,707943.6975165505
DRB25,OUT045,630998.460072753
NCS41,OUT013,700038.189410465
NCT53,OUT049,683903.7570439072
NCD55,OUT013,562011.5419156384
FDY08,OUT049,663137.7245672691
NCP55,OUT049,579074.5631407452
FDA33,OUT013,666434.7574838228
FDQ33,OUT013,667101.2653409459
FDE45,OUT027,696578.5487620509
FDT26,OUT013,640236.0273473057
NCV53,OUT049,757450.1814219435
FDK60,OUT027,617357.8929990645
NCJ29,OUT046,606518.2370396848
FDI15,OUT045,783263.0604348179
FDX21,OUT013,630366.6311617196
FDV49,OUT019,776596.3966810562
DRO59,OUT046,600212.2729216459
FDZ14,OUT045,645521.8397246748
FDP32,OUT027,644845.5384212944
FDC33,OUT017,720483.9702322829
FDT14,OUT010,642800.1272852718
NCN54,OUT027,598897.66809785
FDR57,OUT027,673138.6727425456
DRK12,OUT046,557212.6546548584
FDX52,OUT049,714811.2603064027
FDX08,OUT010,698540.6084071015
FDP10,OUT010,627478.4862701723
NCP50,OUT045,603193.4850303589
NCL06,OUT013,774524.1569459155
FDP25,OUT013,735425.00908837
FDE53,OUT013,624460.5577534833
FDL27,OUT017,592653.8423376605
FDC35,OUT049,727693.2148681169
DRJ47,OUT010,690729.139118005
FDD16,OUT018,601775.9405551187
NCN42,OUT049,668374.488965236
FDC38,OUT027,651452.0774506062
NCO07,OUT045,732187.6134243354
FDQ20,OUT049,563822.6932415727
FDI32,OUT046,635311.1050111821
FDN20,OUT010,689791.6328095836
DRJ51,OUT027,744839.1347580837
FDU08,OUT045,621472.792621512
DRN37,OUT019,683795.7385727417
FDD05,OUT010,642880.4060281701
FDW15,OUT046,669549.3831212987
FDI52,OUT046,645949.005124804
DRM11,OUT049,779354.1282593084
NCO06,OUT045,558023.8310606744
FDU38,OUT049,710502.6792059293
FDU59,OUT018,684726.9219699828
FDJ10,OUT046,660002.3640201613
FDM13,OUT049,654924.8003065977
NCJ30,OUT019,684338.8660385053
